code	lc	product_name_bg	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_et	product_name_fr	product_name_hr	product_name_hu	product_name_it	product_name_lt	product_name_lv	product_name_nl	product_name_pl	product_name_pt	product_name_ro	product_name_ru	product_name_sk	product_name_sl	product_name_sr	generic_name_bg	generic_name_cs	generic_name_de	generic_name_en	generic_name_es	generic_name_et	generic_name_fr	generic_name_hu	generic_name_it	generic_name_lt	generic_name_lv	generic_name_nl	generic_name_pl	generic_name_pt	generic_name_ro	generic_name_sk	generic_name_sl	generic_name_sr	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	origin_es	origin_fr	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_ar	ingredients_text_bg	ingredients_text_cs	ingredients_text_da	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_et	ingredients_text_fi	ingredients_text_fr	ingredients_text_hr	ingredients_text_hu	ingredients_text_it	ingredients_text_lt	ingredients_text_lv	ingredients_text_nl	ingredients_text_pl	ingredients_text_pt	ingredients_text_ro	ingredients_text_ru	ingredients_text_sk	ingredients_text_sl	ingredients_text_sr	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	cocoa_value	cocoa_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_quantity_per_unit	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
0490000171532	fr							Tender Break																				Biscuit fourré au chocolat au lait												156 g (6 x 26 g)	26 g	Plastique, Carton	en:plastic,en:cardboard	Milka	milka		Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Biscuits et gâteaux, Confiseries chocolatées, Biscuits, Biscuits au chocolat, Barres chocolatées, Barres chocolatées biscuitées	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:bars,en:biscuits-and-cakes,en:chocolate-candies,en:biscuits,en:chocolate-biscuits,en:bars-covered-with-chocolate,en:chocolate-biscuity-bars			France	en:france			0																				"Sucre, farine de _blé_, huiles végétales (colza, palme), _beurre_ pâtissier, pâte de cacao, cacao maigre en poudre 2,6 %, beurre de cacao, amidon modifié, lactose (de _lait_), _lait_ entier en poudre, lactosérum en poudre (de _lait_), _lait_ écrémé en poudre, émulsifiants (lécithine de _soja_, E476), _œufs_ en poudre, sel, poudre à lever (diphosphate disodique, carbonate acide d'ammonium, carbonate acide de sodium), arômes (contient _lait_). 

Peut contenir sésame."															"Œufs, Gluten, Lait, Soja"	en:eggs,en:gluten,en:milk,en:soybeans	Graines de sésame	en:sesame-seeds		100g	100g	2159	kJ			516	kcal			28	g			11	g			62	g			39	g			2.1	g			4.4	g			0.33	g			0.132	g					2159	kJ																													en:plastic						en:cardboard									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	23	d	27		31000	-5	-11	1	0	-10							App - yuka, Apps
3045140105106	fr				Chocolat au lait du Pays Alpin			Chocolat au lait du Pays Alpin																				Chocolat au lait												200 g	25 g	Recycler, Barquette, Sachet plastique	en:recycle,en:tray,fr:sachet-plastique	Milka,Kraft Foods	milka,kraft-foods		Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates	Triman	fr:triman	France	en:france	Carrefour,Intermarché,Magasins U,carrefour.fr,Monoprix,Auchan	carrefour,intermarche,magasins-u,carrefour-fr,monoprix,auchan	0							Union Européenne	union-europeenne								sugar, cocoa butter, skimmed milk powder, cocoa mass, whey powder (milk), concentrated butter, emulsifier (soy lecithin), dough, hazelnut, flavouring, cocoa : 30 % minimum, may contain other nuts and wheat	Azúcar, manteca de cacao, leche desnatada en polvo, pasta de cacao, suero de leche en polvo, grasa de leche, emulgente (lecitina de soja), avellanas molidas, aroma. Cacao: 30 % mínimo. Puede contener otros frutos de cáscara y trigo.			"Sucre, beurre de cacao, pâte de cacao, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithines de SOJA), pâte de NOISETTE, arôme. Cacao: 33 % minimum. PEUT CONTENIR AUTRES FRUITS À COQUE ET BLÉ."			Zucchero, burro di cacao, latte scremato in polvere, pasta di cacao, siero di latte in polvere, grasso del latte, emulsionante (lecitine di soia), pasta di nocciole, aroma. Cacau: 30 % mínimo. Può contenere altra frutta a guscio e grano.			Suiker, cacaoboter, magere melkpoeder, cacaomassa, weipoeder (melk), melkvet, emulgator (sojalecithine), hazelnootpasta, aroma.		Açúcar, manteiga de cacau, leite em pó magro, pasta de cacau, soro de leite em pó, gordura de leite, emulsionante (lecitina de soja), pasta de aveläs, aroma. Cacau: 30 % mínimo. Pode conter outros frutos de casca rija e trigo.							"Lait, Fruits à coque, Soja"	en:milk,en:nuts,en:soybeans	"Gluten, Fruits à coque"	en:gluten,en:nuts		100g	100g					539	kcal			31	g			19	g			57	g			55	g			2.3	g			6.5	g			0.275	g			0.11	g					539	kcal																									33	g	1	en:bag	en:plastic	en:discard														en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	25	d	23		31004	-5	-10	1	0								App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts
7622210063113	pl							Milka XL Cookies							Milka XL Cookies Ciastka Z Du?ymi Kawa?kami Czekolady 184G																									184 g	100g	Plastik	pl:plastik	Milka	milka		"Przekąski, Słodkie przekąski, en:Biscuits and cakes, Herbatnik, en:Chocolate biscuits, en:Drop cookies"	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:drop-cookies			Francja, Polska	en:france,en:poland			0																				"cukier, mąka PSZENNA, olej palmowy, pełne MLEKO w proszku, miazga kakaowa, tłuszcz kakaowy, serwatka w proszku (z MLEKA), substancje spulchniające (węglany amonu, węglany sodu, difosforany), sól, emulgator (ecytyny SOJOWE), aromaty, barwnik (karoteny)"							"Cukier, mąka PSZENNA, olej palmowy, pełne MLEKO w proszku, miazga kakaowa, tłuszcz kakaowy, serwatka w proszku (z MLEKA), substancje spulchniające (węglany amonu, węglany sodu, difosforany), sól, emulgator (lecytyny SOJOWE), aromaty, barwnik (karoteny)"								Gluten, Mleko, Soja	en:gluten,en:milk,en:soybeans	Jaja, Orzechy	en:eggs,en:nuts		100g	100g	2131	kJ			505	kcal			27	g			14	g			60	g			38	g			1.9	g			4.8	g			0.88	g			0.352	g					2131	kJ																																												en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	26	d	26	1	24036	-5	-15	1	0	-10							App - yuka, Apps, App - Open Food Facts
3274664229863	fr							Milka Almond and Caramel																																				Milka	milka		Snacks, Desserts, Snacks sucrés, Surgelés, Barres, Desserts glacés, Glaces et sorbets, Glaces, Bâtonnets glacés, Barre glacée chocolatée	en:snacks,en:desserts,en:sweet-snacks,en:frozen-foods,en:bars,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-bars,en:chocolate-coated-ice-cream			France	en:france			0																																								100g	100g					359	kcal			22	g			14	g			35	g			30	g			1	g			5	g			11	g			4.4	g					359	kcal																																												en:ice-cream	en:milk-and-dairy-products,en:ice-cream		unknown	e	29	b	67	1	31035	-5	-15	1	0								App - Yuka, Apps
7622210402356	en				Cookies Sensations Coeur Choco			Cookies Sensations Coeur Choco																				Biscuits aux pépites de chocolat au lait du pays alpin (15,4%) fourrés (26%) au chocolat au lait (4,5%)												182 g	Un biscuit 26 g	Plastic	en:plastic	Milka	milka		Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Drop cookies, Filled biscuits, Filled drop cookies	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:drop-cookies,en:filled-biscuits,en:filled-drop-cookies	fr:Lait du pays Alpin	fr:lait-du-pays-alpin	Belgium, France	en:belgium,en:france	Cora,Magasins U,Delhaize,carrefour.fr	cora,magasins-u,delhaize,carrefour-fr	0		Switzerland, Unspecified	en:switzerland,en:unspecified													sugar, wheat flour, pastry butter, sunflower oil, rapeseed oil, cocoa paste, whole milk powder, cocoa butter, wheat starch, modified starch, lactose (including milk), uptake powder (ammonium acid carbonate, sodium acid carbonate, disodium diphosphate), whey powder (milk), lean cocoa powder, emulsifier (soy lecithin), salt, , dye (e160a(i)), soy fibre powder,				"Sucre, farine de _blé_, _beurre_ pâtissier, huile de tournesol, huile de colza, pâte de cacao, _lait_ entier en poudre, beurre de cacao, amidon de _blé_, amidon modifié, lactose (dont _lait_), poudre à lever (carbonate acide d'ammonium, carbonate acide de sodium, diphosphate disodique), lactosérum en poudre (de _lait_), cacao maigre en poudre, émulsifiant (lécithine de _soja_), sel, arômes, _lait_ écrémé en poudre, colorant (E160a(i)), fibre de _soja_ en poudre,"															Gluten, Milk, Soybeans	en:gluten,en:milk,en:soybeans	Eggs, Nuts	en:eggs,en:nuts		100g	100g					511	kcal			27	g			8.9	g			62	g			39	g			1.6	g			4.4	g			0.9	g			0.36	g					511	kcal																													en:plastic															en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	24	c	46		24036	0	-10	1	0								App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts
7622201455200	de			Nascher-Ei Egg'cellent	Egg'cellent																			Alpenmilch Schokolade gefüllt mit Milchcreme (35%) mit Vanillegeschmack und Füllung auf Kakaobutterbasis																124 g	31 g			Milka	milka		"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Süßwaren, Schokoladenkonfekt"	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies	Cocoa Life	en:cocoa-life	Deutschland	en:germany	Edeka	edeka	0															"Zucker, Palmöl, Kakaobutter, _Magermilchpulver_, Kakaomasse, Süssmolkenpulver (aus _Milch_), _Butterreinfett_, Emulgator (_Sojalecithine_), _Haselnussmasse_, Aromen, Farbstoff (Paprikaextrakt). 
7% Magermilchpulver in der Milchcrèmefüllung. 
24% Kakaobutter in der Füllung auf Kakaobutterbasis"					"Sucre, huile de palme, beurre de cacao, LAIT écrémé en poudre, pâte de cacao, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithines de SOJA), pâte de NOISETTE, arômes, colorant (extrait de paprika). 7% de lait écrémé en poudre dans le fourrage crème confiseur au lait. 24 % de beurre de cacao dans le fourrage au beurre de cacao. PEUT CONTENIR AUTRES FRUITS À COQUE."															Milch, Schalenfrüchte, Soja	en:milk,en:nuts,en:soybeans	Schalenfrüchte	en:nuts		100g	100g	2384	kJ			572	kcal			37	g			21	g			55	g			54	g			1.2	g			4.8	g			0.23	g			0.092	g					2384	kJ																																												en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	27	unknown		1		-5	-15	1	0	-10							App - Yuka, Apps
7622210240200	en				Milka Oreo extra gourmand			Milka Oreo extra gourmand																																300 g				Milka	milka		Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates, Filled chocolates, Filled milk chocolates	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:filled-chocolates,en:filled-milk-chocolates			France	en:france			0																"sugar, palm oil, wheat flour, skimmed milk powder, whey powder (from milk), cocoa butter, cocoa mass, milk fat, fat-reduced cocoa powder (1 %), wheat starch, glucose syrup, emulsifier (soya lecithin), hazelnut paste, raising agents (potassium carbonates, ammonium carbonates, sodium carbonates), salt, flavourings,
milk solids: 18 % minimum in the alpine milk chocolate,
may contain other nuts,"																			Gluten, Soybeans	en:gluten,en:soybeans	Nuts	en:nuts		100g	100g					552	kcal			33.5	g			18.5	g			56	g			47.5	g			1.5	g			5.4	g			0.6	g			0.24	g					552	kcal																																												en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	27	e	8	1	31079	-5	-15	1	0	-10							App - yuka, Apps, App - InFood
7622201640897	pl														Chocolate Dessert																									100 g	20g	Plastik	pl:plastik	Milka,Mondelez	milka,mondelez		"Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, Czekolada"	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates			Polska	en:poland			0																											"Cukier, olej palmowy, tłuszcz kakaowy, kakao w proszku o obniżonej zawartości tłuszczu (9 %), miazga kakaowa, odtłuszczone MLEKO w proszku, serwatka w proszku (z MLEKA), tłuszcz MLECZNY, emulgator (lecytyny SOJOWE), pasta z ORZECHÓW LASKOWYCH, aromaty. MOŻE ZAWIERAĆ INNE ORZECHY ORAZ PSZENICĘ."								Mleko, Soja	en:milk,en:soybeans	"Mleko, Orzechy, Soja, ORZECHÓW LASKOWYCH, PSZENICĘ"	"en:milk,en:nuts,en:soybeans,pl:orzechów-laskowych,pl:pszenicę"		100g	100g									7.6	g							9.7	g			9.3	g			0.9	g			1.2	g			0.03	g			0.012	g																																																		en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0	-10							App - Open Food Facts, Apps
3045140105526	de			Schokolade Tafel																																				100g				Milka	milka		"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Schokoladen"	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates			Deutschland	en:germany			0																																								100g	100g					532	kcal			29	g			17	g			59	g			59	g							6.1	g													532	kcal																																												en:chocolate-products	en:sugary-snacks,en:chocolate-products		unknown			unknown		1		-5	-15	1	0								App - Speisekammer, Apps
7622210388100	fr							Milka Choco Pépites																				Gâteaux												140g	28g	Boîte	en:box	Milka, Mondelez International	milka,mondelez-international		Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Biscuits au chocolat, Gâteaux au chocolat	en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:cakes,en:chocolate-biscuits,en:chocolate-cakes			France, Suisse	en:france,en:switzerland	Magasins U, carrefour.fr	magasins-u,carrefour-fr	0									L16032	l16032										"Farine de blé, sucre, huile de palme, pépites de Chocolat au lait du Pays Alpin 20 % [(sucre, lait entier en poudre, pâte de cacao, beurre de cacao, lactose et protéines de lait, émulsifiant (lécithine de soja), arôme vanille)], matière grasse végétale, œufs, sirop de glucose-fructose, sucre, stabilisant (glycérol), lactose et protéines de lait, poudre à lever (diphosphate disodique, carbonate acide de sodium), émulsifiants (E471, E472b, E475), lait écrémé en poudre,sel, arôme, épaississant (gomme xanthane), sirop de glucose, lait entier en poudre."															"Œufs, Gluten, Lait, Soja"	en:eggs,en:gluten,en:milk,en:soybeans				100g	100g	1868	kJ			447	kcal			23	g			11	g			55	g			32	g			1.7	g			5.2	g			0.93	g			0.372	g					1868	kJ																												en:box																en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	25	d	22		23585	-5	-10	0	0	-10							App - yuka, Apps, Database - FoodRepo / openfood.ch, Databases, App - smoothie-openfoodfacts
7622200006472	de			Zartherb																				Zartherbe Alpenmilchschokolade																100 g	16.7 g	Kunststoff, en:pp-polypropylene, Folie	en:plastic,en:pp-polypropylene,en:film	Milka,Mondelez	milka,mondelez		"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Süßwaren, Schokoladen, Bitterschokoladen"	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolates,en:dark-chocolates	Ohne künstliche Aromen, Cocoa Life, Grüner Punkt	en:no-artificial-flavors,en:cocoa-life,en:green-dot	Frankreich, Deutschland, Irland	en:france,en:germany,en:ireland	Edeka,Rewe	edeka,rewe	0															"Zucker, Kakaomasse, Kakaobutter, _Magermilchpulver_, _Butterreinfett_, Süßmolkenpulver (aus _Milch_), Emulgator (_Sojalecithine_), _Haselnussmasse_, Aroma"																				Milch, Schalenfrüchte, Soja	en:milk,en:nuts,en:soybeans	Gluten, Schalenfrüchte	en:gluten,en:nuts		100g	100g	2319	kJ			557	kcal			36	g			22	g			47	g			44	g			5.5	g			7.6	g			0.19	g			0.076	g					2319	kJ																									45	g	1	en:film	en:pp-5-polypropylene	en:recycle-with-plastics													www.milka.com	en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	20	d	29		31080	-5	-1	0	0								App - yuka, Apps, App - Open Food Facts, App - InFood, App - Speisekammer, App - smoothie-openfoodfacts
7622210835543	fr			MILKA OREO				MILKA OREO																																86g (14 oeufs de 6.3g)	6.3g	"Étui et feuille jetables"	fr:etui-et-feuille-jetables	Milka,mondelez	milka,mondelez		Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Biscuits et gâteaux, Confiseries chocolatées, Biscuits, Chocolats	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:biscuits-and-cakes,en:chocolate-candies,en:biscuits,en:chocolates	Point Vert, Triman, Cacao life	en:green-dot,fr:triman,fr:cacao-life	France, Allemagne	en:france,en:germany			0																				"Sucre, huile de palme, beurre de cacao, lait écrémé en poudre, lactosérum en poudre (de lait), pâte de cacao, beurre concentre, farine de blé, émulsifiants (lécithine de soja, E 476), huile de colza, pâte de noisette, cacao maigre en poudre (0,1 %), amidon de blé, sirop de glucose-fructose, poudres à lever (E 501, E 503, E 500), arômes, sel. 7 % de lait écrémé en poudre dans le fourrage crème confiseur au lait.
Peut contenir autres fruits à coque et oeuf."															Gluten, Lait, Soja	en:gluten,en:milk,en:soybeans	"Œufs, Fruits à coque"	en:eggs,en:nuts		100g	100g					566	kcal			36	g			20	g			54	g			53	g			1.2	g			5.4	g			0.39	g			0.156	g					566	kcal																												en:sheet																en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	27	c	53		24000	-5	-1	0	0	-10							App - yuka, Apps, App - Speisekammer, App - smoothie-openfoodfacts
7622210406354	en				Choco sticks	Milka lila stix		Milka 112G Choco Lila Stix Cookies																																112 g				Milka	milka		Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Drop cookies, Milk chocolate biscuits	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:drop-cookies,en:milk-chocolate-biscuits	Harmony character	en:harmony-character	Canada, Croatia, France, Spain	en:canada,en:croatia,en:france,en:spain			0																biscuit anrob06 alpine milk chocolate (45%), ingrédgerjtbu farglju do wheat, sugar, palm oil, cocoa butter, skim milk cn pudding, cocoa paste, whey pudding (milk), pale butter, glucose syrup, hazelnut paste, emulsifiers (lecithino do soy, e476), salt, baking powder (carbonato acido do sodium, ammonium acid carbonate, diphosphato digodiquo),				"Biscuit anrob06 chocolat au lait des Alpes (45%), Ingrédgerjtbu farglju do blé, sucre, huilo de palme, beurre de cacao, lait écrémé cn poudro, pâte de cacao, lactosérum en poudro (lait), beurre pâfjssicr, sirop de glucose, pâte de noisette, émulsifiants (lécithino do soja, E476), sel, poudre à lever (carbonato acido do sodium, carbonate acide d'ammonium, diphosphato digodiquo)i arôme, Peut contenir oeuf."															Milk	en:milk				100g	100g					505	kcal			23	g			13	g			65	g			36	g			2	g			7.1	g			0.49	g			0.196	g					505	kcal																											1	en:wrapper	en:pp-5-polypropylene				1	en:box	en:pet-1-polyethylene-terephthalate									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	23	d	26		24036	-5	-15	0	0	-10							App - elcoco, Apps, App - yuka, App - El CoCo, App - InFood, App - smoothie-openfoodfacts
7622210369444	en				Bubbly Alpine milk										Milka Bubbly Alpine Milk Chocolate 90 G																									90 g				Milka	milka		Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates, Milk chocolate bar	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:milk-chocolate-bar	Sustainably sourced cocoa	en:sustainably-sourced-cocoa	Canada, France	en:canada,en:france			0																pl milk chocolate from alpine milk in the middle aerated (59%), ingredients: sugar, cocoa fat, skimmed milk in powder, cocoa pulp, whey powder (from milk), milk fat, nut paste in loskowych, emulsifiers (soy lecithin, e 476), aroma, cocoa mass minimum 30%,											"PL Czekolada mleczna z mleka alpejskiego w środku napowietrzona (59%), Składniki: cukier, tłuszcz kakaowy, odtłuszczone mleko w prosz, miazga kakaowa, serwatka w proszku (z mleka), tłuszcz mleczny, pasta z orzeche w loskowych, emulgatory (lecytyna sojowa, E 476), aromat, Masa kakaowa minimum 30%,"								Milk, Soybeans	en:milk,en:soybeans				100g	100g					533	kcal			30	g			18	g			58	g			57	g			1.9	g			6.4	g			0.35	g			0.14	g					533	kcal																											1	en:wrapper	en:pp-5-polypropylene															en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	26	d	25		31004	-5	-8	0	0								App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts
0070221003364	en				Milka White Chocolate																																							Milka	milka						United States	en:united-states			0																sugar, cocoa butter, skim milk, whey, milkfat, soy lecithin, artificial flavor. contains: milk, soy, expiry date in european format: dd/mm/yy 0 70221 00336																			Milk, Soybeans	en:milk,en:soybeans				100g	100g					547.61904761905	kcal			28.571428571429	g			19.047619047619	g			64.285714285714	g			61.904761904762	g							4.7619047619048	g			0.38690476190475	g			0.1547619047619	g					547.61904761905	kcal																																														4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0								App - yuka, Apps, App - InFood
7622210999078	en				Trio chocolat																																			280 g	40g	Pet-wrapper	en:pet-wrapper	Milka	milka		Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates	Cocoa Life	en:cocoa-life	Canada, Hungary	en:canada,en:hungary			0							Poland	poland								"Sugar • Cocoa butter • Cocoa mass • Skimmed milk powder • Whey powder • Milk fat • Soy lecithin • Hazelnut paste • Artificial flavours. Contains Milk • Soy • Hazelnuts. May contain Peanuts • Other tree nuts • Wheat."																			Milk	en:milk	Gluten, Milk, Nuts, Peanuts, Soybeans	en:gluten,en:milk,en:nuts,en:peanuts,en:soybeans		100g	100g					540	kcal			31	g			19	g			58	g			57	g			2	g			5.8	g			0.34	g			0.136	g					540	kcal																												en:wrapper	en:pet-1-polyethylene-terephthalate															en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	25	d	25		31004	-5	-8	0	0								App - Horizon, App - InFood, App - Open Food Facts, Apps, App - Yuka
0655710832498	en				Milka oreo chocolate bar																																				18.399999618530273g			Milka	milka						Ireland	en:ireland			0																																								100g	100g					517.799987792969	kcal			27	g							61	g							2.70000004768372	g			5.69999980926514	g													517.799987792969	kcal																																															unknown			unknown		1		-5	-15	1	0								
7622210611239	en				Milka Triple Choco Cocoa 90G			Milka Triple Choco Cocoa 90G																																				Milka	milka		Snacks, Sweet snacks, Cocoa and its products, Chocolates	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates			France	en:france			0																wheat																			Gluten	en:gluten				100g	100g					521	kcal			30	g			3	g			13	g			3	g			17	g			56	g			0.28	g			0.112	g					521	kcal																																												en:chocolate-products	en:sugary-snacks,en:chocolate-products	3	en:3-processed-foods	a	-1	unknown		1		-5	-15	1	0								App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts
7613036337434	fr							Crunchy chocolate																																66 g				Milka	milka		Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams			France, Espagne	en:france,en:spain			0																																								100g	100g					340	kcal			21	g			14	g			34	g			30	g							3.4000000953674	g			0.55000001192093	g			0.220000004768372	g					340	kcal																																												en:ice-cream	en:milk-and-dairy-products,en:ice-cream		unknown	e	22	b	67	1	39509	-5	-15	1	0								App - yuka, Apps, App - elcoco, App - El CoCo
7622210269249	en				Chips ahoy!																																			100 g	20g			Milka	milka		Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates			France, Portugal, Spain	en:france,en:portugal,en:spain			0																sugar, palm oil, cocoa butter, skimmed milk powder, whey powder (from milk), cocoa mass, wheat flour, milk fat, emulsifiers (soya lecithin, sunflower lecithin, hazelnut paste, raising agents (e503, e500, e341), dextrose, glucose-fructose syrup, salt, flavourings,																			Gluten, Milk, Soybeans	en:gluten,en:milk,en:soybeans	Nuts	en:nuts		100g	100g					560	kcal			35	g			20	g			55	g			51	g			1.4	g			5.3	g			0.43	g			0.172	g					560	kcal																																												en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	26	e	8	1	31004	-5	-15	1	0	-10							App - yuka, Apps, App - InFood, App - Open Food Facts
