code	producer_version_id	lc	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_hu	product_name_it	product_name_nb	product_name_pl	product_name_ru	product_name_se	product_name_sv	abbreviated_product_name_fr	generic_name_de	generic_name_en	generic_name_fr	generic_name_nl	generic_name_sv	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_it	origin_sv	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_nb	ingredients_text_nl	ingredients_text_pl	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_shape	packaging_3_material	conservation_conditions_fr	preparation_fr	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
9352357002031		en		corn sweet potato  spagetti																												Australia	en:australia			0											imghedients no corn flour (95%), sweet potato powder (5%). per 100 g cooking instructions: 1497 kj (353 cal) 5.2g 1. bring 1 litre of water per 10og pasta to the boil. add salt if desired. 2. add pasta to the boiling water, reduce heat, stir occasionally. 3. maintain a rapid boil, uncovered, for 8-10 minutes. stir gently. 4. remove from heat and drain well. 5. serve immediately. nil detected 1.8g 0.2g 78.0g 1.2g 2.0g														100g	100g																																																																																							unknown		1		-5	-15	1	0																App - InFood, Apps
0041220211258		en		Spagetti With Tomato Basil Marinara																	12 oz											United States	en:united-states			0																									100g	100g					79.411764705882	kcal			3.5294117647059	g			1.4705882352941	g			9.1176470588235	g			1.1764705882353	g							3.8235294117647	g			0.53676470588235	g			0.21470588235294	g					79.411764705882	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
0041303000458		en		spagetti																		56g			Essential Everyday	essential-everyday										0																									100g	100g					357.14285714286	kcal			1.7857142857143	g			0	g			75	g			3.5714285714286	g			2	g			12.5	g			0	g			0	g					357.14285714286	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
7032069720653		nb								Spagetti fullkorn pasta											500 g				Rema 1000	rema-1000		en:Plant-based foods and beverages, en:Plant-based foods, en:Cereals and potatoes, en:Cereals and their products, Pasta, en:Cereal pastas, en:Durum wheat pasta, en:Spaghetti, en:Whole durum wheat pasta, en:Durum wheat spaghetti, en:Whole durm wheat spaghetti	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:durum-wheat-pasta,en:spaghetti,en:whole-durum-wheat-pasta,en:durum-wheat-spaghetti,en:whole-durm-wheat-spaghetti	en:Organic, en:EU Organic, IT-BIO-007	en:organic,en:eu-organic,en:it-bio-007	Norge	en:norway			0																"Økologisk sammalt semolina _durumhvete_"				Gluten	en:gluten	Egg	en:eggs		100g	100g	1478	kJ			349	kcal			2.5	g			0.6	g			66	g			3.7	g			7.5	g			12	g			0.01	g			0.004	g					1478	kJ																																					en:cereals	en:cereals-and-potatoes,en:cereals		unknown	a	-6	unknown		1		-5	-15	1	15																App - Open Food Facts, Apps
0850011443118		en		Banza Chickpeas Spagetti																												United States	en:united-states			0																									100g	100g					339.28571428571	kcal			6.25	g			0	g			57.142857142857	g			3.5714285714286	g							21.428571428571	g			0.15625	g			0.0625	g					339.28571428571	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
4099100091489		en		Spagetti sace																												United States	en:united-states			0																									100g	100g					64.516129032258	kcal			2.0161290322581	g			0	g			9.6774193548387	g			5.6451612903226	g							1.6129032258065	g			1.008064516129	g			0.4032258064516	g					64.516129032258	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
8005781201327		fr					Spagetti																									Russie	en:russia			0																									100g	100g					348	kcal			1.8999999761581	g			0	g			69	g			0	g							11	g			0	g			0	g					348	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
356470700008605		fr					spagettis																		biovillage	biovillage						France	en:france			0																									100g	100g																																																																																				unknown			unknown		1		-5	-15	1	0																
5997490112823		en		Száraztészta, Spagetti, durum																		100g			Don Francesco, Mary-Ker Pasta Kft.	don-francesco,mary-ker-pasta-kft						Hungary	en:hungary			0																									serving	100g					346	kcal			1.7	g			0.3	g			68	g			2.3	g			3.5	g			13	g			0.01	g			0.004	g					346	kcal																																								unknown			unknown		1		-5	-15	1	0																App - waistline, Apps
94000505099839652110		en		Spagetti																	400 g				Supervalu	supervalu		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Spaghetti	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:spaghetti	Vegetarian	en:vegetarian	Ireland	en:ireland	SuperValu	supervalu	0																									100g	100g	1188	kJ			280	kcal			1.8	g			0.6	g			56	g			1.2	g			2.7	g			8.7	g			0.1	g			0.04	g					1188	kJ																																					en:cereals	en:cereals-and-potatoes,en:cereals		unknown	a	-4	unknown		1		-5	-15	1	0																App - yuka, Apps
21106453		en		Spagetti and sausage																												United Kingdom	en:united-kingdom			0											cooked spaghetti pasta loops (36%) [water, durum wheat semolina], tomato purée (22%), water, pork sausages (17%) [pork (52%), water, fortified wheat flour [wheat flour, calcium carbonate, iron, niacin (b3), thiamin (b1)], potato starch, salt, dextrose, rapeseed oil, sausage casing [beef protein], yeast extract, spice and herb extract], sugar, modified maize starch, onion powder, salt, wheat flour, antioxidant (ascorbic acid), paprika, yeast extract, paprika extract, rapeseed oil, flavourings.									Gluten	en:gluten				100g	100g					82	kcal			2.2000000476837	g			0.69999998807907	g			12	g			3.2000000476837	g							1	g			3.4000000953674	g			1.36000003814696	g					82	kcal																																							4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0																App - yuka, Apps, App - InFood
4015537270303		de	Spagetti																		500g				Hammer Mühle	hammer-muhle		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, en:Specific products, en:Products for specific diets, Glutenfrei, Stärke, Getreidestärke, Maisstärke, Maisnudeln	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:specific-products,en:products-for-specific-diets,en:products-without-gluten,en:starches,en:cereal-starches,en:corn-starch,de:maisnudeln	Glutenfrei, Laktosefrei	en:no-gluten,en:no-lactose	Deutschland	en:germany			0										Maismehl, Wasser															100g	100g	1494	kJ							0.8	g			0	g			79	g			1.2	g			3.5	g			5.5	g			0	g			0	g					1494	kJ																																					en:cereals	en:cereals-and-potatoes,en:cereals	2	en:2-processed-culinary-ingredients	a	-2	b	77	1	9510	-5	-15	1	0																App - Yuka, Apps
3660861901273		fr					Spagetti courts														380 g				Lustucru	lustucru				Fabriqué en France	en:made-in-france	France	en:france	Magasins U	magasins-u	0								EMB 60150	emb-60150																100g	100g					374	kcal			3.5	g			0.8	g			70	g			6	g			3	g			14	g			0.1	g			0.04	g					374	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
9782035987051		fr					Spagetti																					Non alimentaire	en:non-food-products			France	en:france			0																									100g	100g																																																																																				not-applicable			unknown		1		-5	-15	1	0																App - yuka, Apps
4062300330429		en		Spagetti bolognese																					Hipp	hipp						Ireland	en:ireland			0																									100g	100g					64	kcal			2.0999999046326	g			0.40000000596046	g			8.5	g			1.8999999761581	g							2.7000000476837	g													64	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
02312703		en		Miracle Noodle Plant Based Noodles Spagetti Style																												United States	en:united-states			0											water, konjac flour, citric acid.														100g	100g																																																																																				unknown			unknown		1		-5	-15	1	0																App - InFood, Apps
00211499		en		Organic whole wheat spagetti																												United States	en:united-states			0																									100g	100g					357.14285714286	kcal			2.6785714285714	g			0	g			73.214285714286	g			1.7857142857143	g							12.5	g			0	g			0	g					357.14285714286	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
3263850519413		fr					Spagetti Le Prix Gagnant - 1KG														1 kg				Le prix gagnant	le-prix-gagnant		Viandes et dérivés, Viandes, Charcuteries, Charcuteries diverses, Pâté	en:meats-and-their-products,en:meats,en:prepared-meats,fr:charcuteries-diverses,en:pate			France	en:france			0														"Semoule de blé dur. Traces d’œuf et de soja"						Gluten	en:gluten	"Œufs, Soja"	en:eggs,en:soybeans		100g	100g					355	kcal			1.5	g			0.1	g			72	g			3.5	g			2.5	g			12	g			0.03	g			0.012	g					355	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	a	-3	unknown		1		-5	-15	1	0																App - Yuka, Apps
0780878718282		es			Spagetti nutri fit																500 g				Luccetti	luccetti		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Pastas alimenticias, Tallarines tagliatelles	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:tagliatelle			España	en:spain			0												Sémola de trigo candeal, fumarato ferroso, óxido de zinc, riboflavina, vitamina B6, vitamina B1, vitamina A, ácido fólico, vitamina D, vitamina B12.								Gluten	en:gluten	Gluten, de:MOLINOS RIO DE LA PLATA, de:PUEDE CONTENER HUEVO Y SOJA	en:gluten,de:molinos-rio-de-la-plata,de:puede-contener-huevo-y-soja		100g	100g																																																																																	en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods			unknown		1		-5	-15	1	0																App - elcoco, Apps, App - El CoCo
6417700051777		en		Spagetti																					Myllyn paras	myllyn-paras		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Spaghetti	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:spaghetti			Finland	en:finland			0																									100g	100g					353	kcal			1.9	g			0.4	g			67.9	g			2.8	g			5.9	g			13.1	g			0.01	g			0.004	g					353	kcal																																					en:cereals	en:cereals-and-potatoes,en:cereals		unknown	a	-6	unknown		1		-5	-15	1	0																
0794711001882		en		Strawberry silly spagetti																		2 PIECES (19 g)					Galil Importing Corporation	Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries			United States	en:united-states			0											Sugar, glucose syrup, wheat flour, water, vegetable oil, malic acid, acidulant (citric acid), artificial flavors, artificial colors (red 40), emulsifier.									Gluten	en:gluten				100g	100g					379	kcal			2.11	g			1.05	g			87.37	g			63.16	g			1.1	g			2.47	g			172.5	mg			69	mg					379	kcal							0	g	0	mg	0	IU	0	mg			0	mg	0	mg																	en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	14	unknown		1		-5	-15	1	0		2018-09-24T00:00:00Z	Candy	LI	516364	2018-09-24T00:00:00Z	2019-04-01T00:00:00Z									Databases, database-usda
0076371043038		en		Tofu Shirataki Spagetti													Tofu shirataki noodles [water, tofu (water, soybean, calcium sulfate, glucono delta lactone), yam flour, calcium hydroxide], crushed tomatoes, water, tomatoes diced in juice (tomatoes, tomato juice, citric acid, calcium chloride), mushrooms, onion, contains 2% or less of the following					1 TRAY (284 g)			House Foods America Corporation	house-foods-america-corporation	House Foods America Corporation	Frozen foods	en:frozen-foods			United States	en:united-states			0											Cornstarch, textured soy protein (soy flour, caramel color), garlic, sea salt, yeast extract, maltodextrin, cane sugar, basil, black pepper, cayenne pepper.									Soybeans	en:soybeans				100g	100g					49	kcal			0.7	g			0	g			8.1	g			3.17	g			1.8	g			2.46	g			432.5	mg			173	mg					49	kcal							0	g	0	mg	35	IU	0	mg			53	mg	0.63	mg																			4	en:4-ultra-processed-food-and-drink-products	a	-1	unknown		1		-5	-15	1	0		2018-04-30T00:00:00Z	Frozen Dinners & Entrees	LI	411126	2018-04-30T00:00:00Z	2019-04-01T00:00:00Z									Databases, database-usda, Database - USDA NDB
7613030711414		en		Spagetti Carbonara																					Maggi	maggi						Germany	en:germany			0																									100g	100g																																																																																				unknown			unknown		1		-5	-15	1	0																
6410405164346		fi				Spagetti															1 kg	100g	Muovi	en:plastic	K menu	k-menu		Kasvipohjaiset ruoat ja juomat, Kasvipohjaiset ruoat, Jyvät ja perunat, Viljat ja viljatuotteet, Pasta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas			Suomi	en:finland			0						Italia	italia						vehnäjauho, durumvehnäjauho, vesi							Gluteeni	en:gluten	Soija	en:soybeans		100g	100g					356	kcal			1.6	g			0.3	g			73	g			13	g			2.6	g			11	g			0	g			0	g			0		356	kcal																									en:plastic												en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods	a	-1	unknown				-5	-10	1	0																
8002193000050		fr					Spagetti																									France	en:france			0																									100g	100g																																																																																				unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5055936802797		fr					My Spagetti																		MyProtein	myprotein						France	en:france			0																									100g	100g					7	kcal			0.1				0.1				0.1				0.1								0.1				0.1				0.04	g					7	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5419980003980		fr					Spagetti bolo gianni																							Sans conservateurs, Sans colorants	en:no-preservatives,en:no-colorings	Belgique	en:belgium			0																									100g	100g					135	kcal			6	g			2	g			13	g			1	g							7	g			0.3	g			0.12	g					135	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
28294856		en	Ready Gemüse Spagetti, Süsskartoffel																			1001,8			Penny	penny						Germany	en:germany			0																									serving	100g					119	kcal			2.5				0.3				19				6								3				1.1				0.44	g					119	kcal																																								unknown			unknown		1		-5	-15	1	0																App - waistline, Apps
8023331041599		fr					Ciao Carb Spagetti Low Carb Nudeln 500G																									France	en:france			0																									100g	100g					289	kcal			1				0.3				25				1								30				1.35				0.54	g					289	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
